STATE,CLUSTER,HOMEOWNR,GENDER,DATASRCE,RFA_2A,GEOCODE2,DOMAIN_A,DOMAIN_B,MINRDATE_MM,MAXRDATE_MM,LASTDATE_MM,FIRSTDATE_MM,HV3,HV4,ANC6,MHUC2,HPHONE_D,RFA_2F
CA,29,H,F,3,E,A,C,2,11,11,12,9,8,7,0,3,1,3
WI,27,H,M,3,F,B,C,2,12,3,4,2,3,3,0,3,1,1
FL,14,H,M,3,F,B,S,1,9,9,9,9,5,6,1,4,0,1
other,23,H,M,3,F,B,C,1,5,12,2,9,4,4,0,3,1,1
FL,9,H,M,3,D,A,U,3,12,6,2,9,6,5,2,2,1,4
other,43,H,F,3,F,D,R,2,2,2,2,2,1,1,0,2,0,1
other,24,U,F,2,G,C,C,1,11,9,1,11,3,3,0,3,0,2
IL,25,H,F,2,E,B,C,2,2,7,6,2,2,2,0,2,0,2
other,39,H,M,2,E,B,T,2,11,4,11,10,3,3,0,2,1,4
CA,13,H,F,3,F,A,S,1,1,6,5,1,11,9,0,2,1,1
CA,20,U,F,2,D,A,S,2,6,12,1,4,6,6,0,2,0,4
FL,35,H,F,2,F,B,T,1,7,12,12,3,3,4,0,2,1,2
other,8,H,F,2,F,B,U,3,1,12,4,1,5,4,0,2,0,1
CA,11,H,F,3,F,A,S,1,11,9,12,11,7,6,0,3,1,1
CA,12,H,other,3,G,A,S,1,7,2,2,2,6,6,1,2,1,2
other,40,U,M,2,E,D,R,2,2,5,12,2,4,4,0,2,0,4
other,36,H,M,1,G,D,T,2,12,6,12,6,3,3,0,2,1,3
other,21,U,F,1,F,B,S,3,7,12,12,3,4,4,1,2,1,1
WA,36,H,F,3,D,C,T,2,2,11,2,2,2,2,0,2,1,4
other,35,H,F,2,F,B,T,1,1,9,9,1,7,5,0,3,0,1
other,45,U,M,3,F,D,R,2,1,12,3,1,2,1,0,2,1,2
other,16,H,F,3,G,B,S,2,9,4,2,9,4,4,0,3,1,1
MI,40,H,F,3,G,A,T,2,12,2,2,12,4,3,1,4,1,3
IL,11,H,F,3,G,A,S,1,12,11,11,3,5,5,1,4,1,1
TX,20,H,M,3,G,A,S,2,6,6,6,6,0,0,0,0,0,1
MO,38,U,M,1,F,D,T,2,9,4,2,9,2,2,0,2,1,2
other,49,H,M,3,E,B,R,2,12,4,12,3,2,2,0,3,1,3
CA,34,H,F,3,G,B,T,1,1,8,8,1,8,6,0,3,0,1
CA,49,H,M,3,F,B,R,2,5,7,5,1,4,3,0,4,0,1
CA,27,H,F,3,G,A,C,2,12,1,12,10,9,8,1,2,1,1
CA,11,H,M,3,F,A,S,1,9,12,12,9,8,8,0,2,0,1
CA,23,U,F,3,F,A,C,1,9,1,1,2,5,6,0,1,1,1
CA,26,U,M,2,F,A,C,2,1,2,1,3,6,6,2,0,0,1
other,29,U,M,3,E,A,C,2,9,4,1,1,9,9,2,0,1,3
other,50,U,M,1,F,D,R,3,11,11,11,11,1,1,0,2,1,1
CA,11,H,M,3,F,A,S,1,6,5,4,1,7,8,0,4,0,1
FL,39,H,M,3,G,B,T,2,8,8,8,8,3,4,0,2,0,1
WI,44,H,M,3,E,B,R,2,6,11,7,8,4,2,0,3,1,1
TX,27,U,M,2,F,C,C,2,2,6,9,5,3,2,0,2,0,2
other,16,H,F,2,G,B,S,2,2,12,12,2,6,6,0,2,0,1
other,51,H,F,3,F,D,R,3,12,10,3,12,1,1,0,1,0,4
TX,18,H,F,1,D,B,S,2,11,5,12,1,5,5,1,2,1,4
other,50,H,other,3,E,D,R,3,2,3,2,7,2,2,0,2,1,3
CA,13,H,F,1,G,B,S,1,7,2,7,9,7,8,1,4,1,1
CA,29,H,M,3,F,A,C,2,4,6,12,1,6,6,0,3,0,4
other,45,H,F,3,E,D,R,2,10,10,10,2,2,2,0,2,1,1
TX,53,U,M,2,E,D,R,3,10,12,10,3,2,1,0,2,0,2
GA,39,H,F,3,F,C,T,2,7,6,6,2,2,2,0,1,1,1
other,49,U,M,2,F,D,R,2,1,8,1,1,2,1,0,2,0,4
other,23,U,F,3,E,C,C,1,11,4,11,1,4,4,0,3,1,4
CA,24,H,M,1,F,A,C,1,2,6,2,6,7,7,0,2,1,3
other,46,H,F,3,E,B,R,2,6,10,12,9,3,1,0,2,0,1
MI,13,H,other,2,F,A,S,1,1,2,2,1,5,5,0,4,0,2
TX,14,H,F,2,F,A,S,1,9,7,9,10,4,4,0,3,1,1
GA,46,H,F,2,E,D,R,2,4,1,1,1,2,2,0,2,0,2
other,23,H,F,3,D,B,C,1,6,8,3,8,4,6,0,3,0,4
CA,40,H,other,2,F,A,R,2,2,2,2,9,11,10,0,3,0,2
CA,4,H,M,3,E,A,U,2,3,5,3,10,7,7,0,1,0,4
IL,30,H,F,3,G,C,C,3,11,2,2,11,2,2,0,2,1,1
CA,12,H,F,3,G,A,S,1,9,2,2,10,9,8,0,3,1,1
FL,20,H,M,3,G,B,S,2,11,12,12,11,5,5,0,2,1,1
other,53,H,F,2,D,D,R,3,6,12,12,5,2,2,0,2,0,3
MI,46,H,F,2,D,D,R,2,12,10,12,10,2,2,0,2,0,4
other,44,H,F,3,E,B,R,2,11,2,2,11,5,4,0,2,0,3
CA,8,U,F,2,E,C,U,3,11,5,11,5,6,5,0,3,0,3
other,30,H,F,2,G,B,C,3,2,2,2,2,2,2,0,2,0,1
NC,41,H,F,3,E,B,T,3,3,10,2,1,2,2,0,1,1,3
IL,38,U,F,1,F,A,T,2,9,9,9,9,5,2,0,0,0,1
CA,37,H,F,3,F,A,T,2,6,9,9,1,7,8,1,2,0,2
other,35,H,F,3,E,C,T,1,7,10,12,1,8,8,0,3,0,2
other,28,H,F,1,F,B,C,2,5,1,12,8,4,3,0,2,1,3
other,45,U,M,3,F,D,R,2,1,10,8,10,2,2,0,2,1,1
TX,25,U,F,3,F,A,C,2,10,11,11,1,4,4,0,0,1,1
CA,5,H,F,3,F,A,U,2,3,12,12,3,7,6,0,2,0,2
other,45,H,F,2,F,B,R,2,10,12,12,8,2,2,0,2,1,1
IN,22,H,F,3,E,B,C,1,9,11,12,9,5,5,0,3,0,3
WI,11,H,M,3,F,B,S,1,2,2,2,2,5,5,0,3,1,1
IL,35,H,M,2,E,A,T,1,4,6,6,9,5,5,0,2,0,1
WA,27,H,F,2,E,C,C,2,12,1,10,8,4,4,0,0,0,4
other,38,U,F,3,F,C,T,2,1,3,3,1,3,3,0,2,0,1
other,29,H,M,3,G,A,C,2,1,12,12,1,5,4,1,2,1,1
NC,36,H,F,3,E,C,T,2,10,10,10,10,3,2,0,2,1,3
WI,49,H,M,2,G,C,R,2,3,4,4,3,2,2,0,2,1,1
other,41,U,F,3,F,B,T,3,6,6,6,6,4,2,0,2,0,1
other,18,H,M,3,D,A,S,2,11,2,2,1,4,4,0,2,0,4
WI,39,H,M,3,G,C,T,2,12,3,12,1,3,3,0,2,1,2
other,18,H,F,3,F,B,S,2,4,12,12,4,3,2,0,3,1,2
CA,13,H,F,3,E,A,S,1,3,6,10,1,9,8,1,2,1,3
CA,27,U,F,2,F,C,C,2,2,11,11,2,5,5,0,4,0,1
CA,19,H,M,2,G,A,S,2,9,8,8,3,5,5,0,1,0,1
IL,5,H,F,3,G,A,U,2,4,3,3,4,4,4,0,3,0,1
IL,3,H,F,3,E,A,U,1,6,12,12,4,5,6,1,3,0,3
other,27,H,M,3,F,C,C,2,1,9,10,12,2,3,0,2,1,1
other,14,H,M,3,F,A,S,1,3,10,6,3,6,6,0,3,1,1
WA,27,U,F,1,G,C,C,2,10,1,3,10,4,4,0,2,0,2
TX,18,H,F,2,F,A,S,2,10,12,11,10,5,4,0,2,0,1
MI,21,H,F,2,E,C,S,3,4,12,12,12,3,3,0,2,0,3
other,32,H,F,3,F,B,C,3,10,9,9,10,1,1,0,0,0,1
other,39,U,F,3,F,C,T,2,3,3,3,3,4,4,0,3,1,1
GA,40,H,M,3,F,A,T,2,2,10,10,2,6,5,0,2,1,2
other,29,H,F,3,E,B,C,2,12,4,12,9,6,5,1,3,1,4
other,51,U,F,3,D,D,R,3,12,11,11,9,2,1,0,2,1,4
other,39,U,F,3,E,B,T,2,11,11,3,2,2,2,0,2,1,2
CA,35,H,M,3,D,A,T,1,9,7,1,9,8,8,0,4,1,4
IN,22,U,F,3,E,B,C,1,9,12,12,8,4,4,0,2,1,1
other,14,U,other,1,F,B,S,1,10,10,10,10,4,3,0,0,0,1
MI,44,U,F,2,F,B,R,2,3,7,2,1,4,4,0,3,0,2
CA,41,H,M,2,D,C,T,3,12,12,12,4,3,3,0,2,0,3
WI,40,H,M,3,G,C,T,2,1,1,1,1,3,3,0,2,1,1
other,24,H,F,3,F,B,C,1,12,7,12,2,4,4,0,2,0,3
CA,37,H,M,3,F,A,T,2,9,8,8,1,5,4,0,2,0,1
CA,8,H,M,2,E,A,U,3,5,2,2,2,7,6,0,2,0,4
MI,40,H,F,3,G,D,T,2,3,12,12,10,3,2,0,2,0,1
other,48,U,M,3,G,D,R,2,10,9,9,5,2,2,0,2,1,1
TX,51,H,M,2,F,D,R,3,9,12,12,9,2,1,0,2,0,1
other,46,H,F,3,F,C,R,2,1,9,9,10,3,2,0,2,0,1
WI,51,H,F,3,F,C,R,3,10,11,12,1,2,2,0,2,0,2
other,46,H,F,2,E,D,R,2,1,7,12,1,3,2,0,2,0,4
other,27,H,M,3,G,B,C,2,1,6,6,1,3,3,0,2,0,1
CA,20,U,M,2,G,A,S,2,8,2,2,2,6,6,0,2,0,1
IL,36,U,F,3,F,D,T,2,11,8,9,9,2,2,0,2,0,1
FL,18,H,M,3,E,C,S,2,8,7,12,8,2,2,0,2,0,4
CA,14,U,M,2,G,B,S,1,8,8,8,1,6,6,0,4,1,1
other,31,H,M,2,G,B,C,3,9,9,6,9,1,1,0,0,1,1
other,13,H,F,3,F,B,S,1,2,9,2,2,3,3,3,2,0,2
IL,14,H,M,3,F,A,S,1,4,11,3,9,7,7,0,4,1,3
MI,17,H,M,3,E,A,S,2,10,3,3,8,6,6,0,3,0,1
MO,46,H,F,3,E,A,R,2,3,3,3,11,4,4,0,2,0,4
other,43,U,F,2,D,C,R,2,4,6,8,12,2,2,0,2,0,3
other,36,U,M,3,F,C,T,2,2,9,9,2,4,4,1,2,1,1
MI,14,H,M,3,F,A,S,1,3,1,7,3,7,5,0,4,1,1
IL,27,H,F,3,F,A,C,2,2,2,2,2,2,3,0,3,1,1
other,24,H,F,2,F,B,C,1,1,1,1,1,6,6,0,2,0,1
other,44,H,F,3,G,B,R,2,2,3,3,1,3,2,0,3,1,2
other,40,H,M,3,F,C,R,2,8,12,4,11,6,5,1,2,1,1
other,40,H,M,2,F,B,R,2,1,3,3,1,3,2,0,2,0,1
other,50,H,M,2,D,D,R,3,11,1,1,1,1,1,0,2,0,3
WI,40,H,F,3,F,C,R,2,2,1,2,1,3,4,0,3,1,1
other,18,H,M,3,E,A,S,2,7,3,2,1,5,5,0,0,1,4
CA,24,H,F,3,F,A,C,1,1,5,5,1,12,11,0,3,0,1
CA,27,H,M,3,F,A,C,2,12,12,12,12,7,6,1,2,1,1
WA,10,H,F,3,F,A,U,4,1,2,2,12,0,0,0,0,0,2
CA,12,H,F,3,E,A,S,1,9,12,5,10,8,8,0,3,0,4
other,31,U,F,3,G,B,C,3,6,6,6,6,4,3,0,2,1,1
TX,35,H,M,3,F,B,T,1,1,3,3,1,5,4,0,3,1,1
IL,48,U,F,3,F,D,R,2,6,12,12,8,2,1,0,2,1,1
other,21,H,F,3,G,B,S,3,9,8,8,2,4,4,0,2,0,1
CA,1,H,F,3,D,A,U,1,7,9,3,10,7,7,0,2,0,4
CA,11,H,F,3,G,A,S,1,2,11,11,2,6,6,4,2,1,1
NC,43,U,M,1,G,D,R,2,1,5,12,1,3,2,0,2,1,3
other,40,H,F,2,F,B,R,2,2,11,1,2,10,7,0,3,0,3
CA,3,H,M,3,F,A,U,1,11,9,2,9,5,5,0,4,0,2
other,19,H,F,3,F,B,S,2,9,4,12,9,3,3,0,2,0,1
CA,10,H,M,3,F,B,U,4,10,11,11,10,2,2,0,0,0,2
FL,28,U,M,2,F,B,C,2,5,9,5,1,3,2,0,0,0,1
other,32,H,M,2,F,B,C,3,3,3,3,3,2,2,0,2,1,1
other,11,H,F,3,F,B,S,1,1,1,1,1,3,3,1,4,1,1
MO,44,H,F,2,G,D,R,2,1,3,3,1,2,2,0,2,0,1
WA,20,H,F,3,D,A,S,2,11,4,3,9,4,4,0,0,0,4
other,25,H,M,3,F,B,C,2,11,12,12,11,3,3,0,2,1,2
IL,2,H,M,3,G,A,U,1,6,6,6,6,6,6,0,3,1,1
MO,18,H,F,3,D,A,S,2,6,3,12,10,4,4,0,2,1,4
MO,13,H,M,1,F,A,S,1,3,3,3,1,3,3,0,2,1,1
MO,43,U,F,2,D,D,R,2,6,1,1,9,2,2,0,2,0,3
CA,1,U,F,3,F,A,U,1,3,10,10,10,5,6,1,0,1,2
other,41,H,M,3,F,C,T,3,2,4,4,2,2,2,0,2,1,1
NC,36,U,F,1,E,C,T,2,5,4,3,1,2,2,0,2,1,1
other,30,H,F,3,F,C,C,3,11,10,10,11,3,3,0,2,0,1
CA,39,U,F,3,F,A,T,2,9,11,11,9,6,5,0,2,1,1
TX,42,H,F,3,F,B,R,1,4,4,4,4,4,3,0,2,1,1
CA,40,H,F,3,F,B,R,2,12,10,12,10,5,5,0,2,0,2
other,36,H,F,3,G,D,T,2,7,4,11,9,3,3,0,2,1,3
other,36,H,F,2,D,D,T,2,11,7,1,4,2,2,0,2,0,4
IN,40,H,F,3,G,A,T,2,1,12,12,1,3,3,0,2,1,1
MO,12,H,F,2,F,B,S,1,4,10,2,4,5,5,0,2,1,3
other,16,H,M,1,F,A,S,2,4,9,4,9,4,4,0,2,0,1
WI,46,H,M,2,G,D,R,2,2,12,5,2,3,2,0,3,0,1
MO,11,H,M,3,F,A,S,1,10,2,2,10,6,5,1,3,1,1
FL,41,H,F,3,E,B,T,3,10,3,10,10,4,4,0,3,1,3
MI,49,H,F,2,F,C,R,2,9,3,11,9,3,2,0,3,0,2
NC,36,H,M,2,E,C,T,2,2,7,1,2,0,0,0,0,0,3
FL,28,H,M,1,F,B,C,2,10,2,2,10,5,5,0,2,1,3
CA,13,H,F,2,F,A,S,1,10,10,10,10,11,5,0,4,0,1
IN,30,H,M,3,E,A,C,3,9,5,12,9,3,3,2,2,1,3
IL,24,H,F,3,G,A,C,1,1,12,12,1,9,9,0,4,1,2
TX,18,H,F,3,F,A,S,2,2,3,3,2,3,4,0,4,1,1
other,40,H,F,3,G,A,T,2,1,9,9,1,5,3,0,2,1,1
IN,12,H,F,2,F,B,S,1,1,8,1,1,6,4,0,2,0,2
GA,28,U,F,1,F,C,C,2,9,12,10,9,3,3,0,2,1,1
other,43,U,M,2,G,B,R,2,1,1,1,1,2,2,0,2,1,1
FL,29,H,F,3,F,C,C,2,2,12,12,2,4,3,1,1,0,2
IL,42,H,F,3,G,A,R,1,7,5,1,1,4,1,0,3,0,3
NC,36,H,F,3,F,C,T,2,11,9,12,9,3,2,0,2,1,3
IL,45,H,M,3,F,C,R,2,9,2,2,9,2,2,0,2,1,2
CA,12,H,M,3,F,A,S,1,3,12,12,3,12,11,1,2,1,1
CA,3,U,F,3,D,A,U,1,3,4,12,3,7,7,0,3,1,4
MI,40,H,F,3,F,A,R,2,5,12,12,12,5,5,0,3,1,2
TX,4,H,F,3,F,B,U,2,2,6,1,1,3,3,0,2,1,3
CA,18,H,M,2,E,A,S,2,3,6,7,9,7,7,0,2,1,1
other,10,U,F,1,G,B,U,4,3,7,5,10,2,2,0,2,1,3
other,12,H,M,3,F,A,S,1,1,6,12,1,6,6,0,2,1,1
IL,20,U,F,3,F,A,S,2,10,7,10,10,4,4,1,3,0,3
other,36,H,M,2,F,D,T,2,3,12,3,5,2,2,0,2,1,1
GA,27,H,F,3,G,A,C,2,3,1,1,3,5,5,0,2,0,1
WI,40,U,F,3,F,B,T,2,3,8,9,1,4,4,0,3,1,2
other,46,H,M,3,E,D,R,2,9,6,2,9,2,1,0,2,0,1
TX,32,U,F,1,F,C,C,3,2,2,2,2,1,1,0,2,1,2
other,49,H,F,3,F,D,R,2,11,12,12,11,2,1,0,2,0,3
IL,27,H,M,3,F,A,C,2,9,9,9,9,6,6,0,3,0,1
TX,51,U,F,2,G,D,R,3,1,12,12,1,2,1,0,2,0,1
WI,44,H,M,2,E,C,R,2,1,6,6,10,3,2,0,3,0,2
CA,36,H,M,3,G,C,T,2,8,2,2,12,3,3,0,2,0,2
other,53,U,F,3,F,D,R,3,9,4,4,8,2,1,0,1,1,1
CA,20,U,F,2,F,B,S,2,12,10,1,9,6,6,0,2,0,4
MO,3,U,F,3,F,A,U,1,6,2,8,1,1,2,0,2,1,1
CA,34,U,F,2,D,A,T,1,11,11,11,2,5,5,0,2,0,4
other,27,U,M,1,F,B,C,2,6,9,12,10,3,1,0,2,1,3
other,38,H,F,3,E,D,T,2,9,11,4,1,2,2,0,2,0,1
TX,52,U,M,3,E,D,R,3,1,10,1,10,2,2,0,2,0,3
CA,44,H,F,3,E,B,R,2,4,8,10,11,5,3,0,2,1,2
other,12,H,M,3,E,B,S,1,9,12,10,9,4,5,0,2,0,2
CA,6,H,M,3,F,A,U,2,3,6,1,3,6,6,0,3,1,1
CA,27,H,F,1,E,A,C,2,12,12,12,2,6,6,0,2,0,3
MI,16,U,F,2,F,A,S,2,1,6,6,12,3,2,1,3,0,1
other,45,H,F,3,F,D,R,2,12,6,2,10,1,1,0,4,0,3
other,27,H,F,3,D,B,C,2,11,6,1,7,2,3,0,2,1,4
other,43,H,F,3,D,D,R,2,5,1,1,8,2,0,0,2,0,4
other,21,U,M,2,E,B,S,3,3,1,3,1,4,4,1,3,0,3
other,17,H,M,3,F,B,S,2,6,6,5,6,3,4,0,3,1,1
other,51,H,F,3,F,D,R,3,4,4,4,1,2,2,0,2,0,1
other,49,H,F,3,E,D,R,2,9,11,11,9,2,2,0,2,1,3
FL,23,U,M,3,F,C,C,1,9,2,6,9,5,5,0,3,1,1
MO,11,H,M,3,E,A,S,1,7,2,2,7,6,6,0,4,1,3
MI,24,H,other,1,E,A,C,1,10,4,9,10,7,5,0,3,0,1
other,37,H,M,3,F,B,T,2,10,1,1,10,8,6,0,3,0,1
other,41,H,M,2,G,B,T,3,11,7,11,3,2,1,0,2,0,2
CA,46,H,M,3,F,A,R,2,12,10,12,10,4,2,1,4,0,1
GA,34,H,M,1,F,C,T,1,9,9,9,9,4,5,0,2,0,1
TX,24,H,M,3,F,A,C,1,12,11,12,12,8,7,0,3,1,1
FL,11,H,M,3,F,A,S,1,10,1,1,9,5,5,1,4,1,2
FL,29,H,F,3,F,A,C,2,1,1,1,1,4,4,0,2,0,1
MI,41,U,F,2,G,D,T,3,5,3,12,11,2,2,0,2,0,3
IL,13,H,M,3,D,A,S,1,10,9,1,10,4,3,0,3,0,4
MI,38,H,F,3,F,A,T,2,2,2,2,2,5,5,1,5,1,1
TX,51,U,M,2,F,A,R,3,3,1,5,1,2,2,0,3,0,1
CA,7,H,F,3,E,A,U,2,12,4,12,4,6,6,0,2,1,1
CA,11,H,M,3,F,A,S,1,3,12,3,6,6,7,0,2,0,4
CA,52,H,F,3,F,B,R,3,2,2,2,2,3,3,0,2,0,1
TX,24,H,F,2,F,C,C,1,10,4,4,10,3,3,0,3,0,1
CA,19,H,F,2,E,A,S,2,9,2,11,9,6,6,0,2,0,1
NC,51,U,F,3,G,D,R,3,3,12,12,3,2,2,0,3,1,1
CA,11,H,F,3,F,A,S,1,5,12,12,5,9,9,1,3,0,1
IL,21,H,F,3,E,B,S,3,4,4,11,1,3,2,0,2,1,4
other,41,H,F,3,E,B,T,3,11,12,11,11,4,4,0,3,0,3
IL,40,H,F,3,F,A,R,2,3,12,6,6,6,4,0,3,1,1
other,49,H,F,2,E,D,R,2,4,4,2,9,4,3,0,3,0,2
CA,12,H,M,2,G,B,S,1,1,1,1,1,4,3,0,0,0,1
IN,23,H,F,3,F,C,C,1,1,9,10,1,4,3,0,3,1,1
WA,27,H,F,2,E,C,C,2,9,11,11,9,4,4,0,2,0,2
other,36,H,M,3,E,C,T,2,9,9,12,9,3,2,0,1,1,3
TX,7,H,M,3,E,A,U,2,7,12,6,9,3,2,0,2,1,1
MI,10,H,M,2,F,A,U,4,11,3,3,11,6,5,1,3,0,1
MI,40,H,F,3,F,A,T,2,2,2,2,2,4,4,0,3,0,1
IN,19,H,M,3,F,A,S,2,11,7,7,11,2,2,0,2,1,1
IN,27,H,F,3,E,A,C,2,11,12,1,1,1,1,0,2,0,4
other,10,H,F,3,G,B,U,4,2,6,12,2,2,2,0,2,0,2
CA,11,H,M,3,G,A,S,1,6,9,9,6,12,10,0,3,0,1
NC,53,H,F,2,F,D,R,3,8,12,12,9,2,1,0,2,0,1
FL,20,H,F,3,E,B,S,2,7,10,10,1,5,4,0,2,0,2
CA,3,H,F,3,E,A,U,1,3,12,3,1,7,7,0,3,0,1
other,41,H,F,3,F,C,T,3,1,1,1,1,2,1,0,2,0,1
other,18,H,M,1,F,B,S,2,1,1,1,1,7,6,0,2,0,1
MI,32,H,F,3,F,C,C,3,2,10,2,2,3,3,0,2,1,3
CA,9,H,F,3,G,A,U,3,8,4,11,12,12,10,2,2,1,2
CA,2,H,other,1,F,A,U,1,2,2,2,2,8,8,0,2,0,1
IL,30,U,F,3,F,A,C,3,11,1,1,12,3,2,4,2,1,1
other,49,U,M,3,E,D,R,2,4,12,12,4,2,1,0,2,1,1
other,30,H,F,3,E,D,C,3,4,8,2,2,2,1,0,2,1,4
other,24,H,F,3,F,B,C,1,4,4,6,10,2,2,0,2,1,1
MI,44,H,F,2,G,A,R,2,11,10,10,11,4,2,0,3,0,1
FL,5,H,F,3,F,A,U,2,10,4,4,10,5,4,0,1,1,1
CA,1,H,M,3,G,A,U,1,6,6,6,6,7,7,0,0,1,1
other,41,H,F,3,G,D,T,3,3,12,12,3,2,2,1,2,1,1
other,17,H,F,2,F,A,S,2,9,9,9,9,5,4,0,3,0,1
other,40,U,other,2,E,B,T,2,11,7,7,12,3,2,0,2,0,1
TX,21,H,F,3,F,B,S,3,1,6,12,1,4,3,0,2,0,2
CA,44,H,M,3,G,B,R,2,2,12,12,2,3,1,0,3,1,1
FL,32,H,M,3,F,B,C,3,1,1,1,1,1,2,0,2,0,1
other,30,H,M,3,E,C,C,3,11,10,3,1,2,2,0,2,1,2
NC,36,H,M,3,F,C,T,2,1,12,12,1,2,2,0,2,1,2
TX,18,H,M,3,E,B,S,2,9,12,11,9,5,5,0,2,1,3
other,22,U,F,1,F,C,C,1,9,9,9,9,4,4,0,2,0,1
MI,39,U,F,1,F,A,T,2,4,11,3,4,4,4,0,3,0,4
FL,45,H,M,3,G,A,R,2,1,1,3,1,0,0,0,0,0,3
other,45,H,M,2,G,D,R,2,10,12,2,10,2,1,0,2,0,2
other,5,H,M,2,F,A,U,2,1,12,12,1,5,5,0,2,0,1
MI,41,H,F,3,F,C,T,3,1,5,5,4,3,2,0,2,1,3
MI,16,H,F,3,E,A,S,2,6,12,12,3,4,5,0,3,1,2
MI,12,H,M,2,G,A,S,1,9,9,9,9,4,4,1,4,0,1
other,51,U,M,3,F,D,R,3,10,10,10,10,1,0,0,1,1,1
WA,44,H,M,2,F,D,R,2,8,12,12,8,3,2,0,3,0,2
MI,43,H,F,3,F,D,R,2,12,8,11,12,2,1,1,2,1,3
GA,41,H,F,3,G,D,T,3,4,1,1,4,3,3,0,2,0,2
other,30,U,M,3,D,A,C,3,11,2,12,11,5,5,0,0,1,4
other,49,H,F,3,F,C,R,2,2,2,2,2,3,1,0,2,0,1
WA,37,H,F,3,E,C,T,2,11,9,1,2,4,4,0,2,0,4
FL,8,H,M,3,F,A,U,3,2,1,1,10,4,4,1,2,1,1
other,49,H,F,2,D,B,R,2,1,9,1,9,2,1,0,2,0,4
other,11,H,F,3,F,B,S,1,1,4,4,1,4,4,0,3,1,1
CA,40,H,F,3,D,C,R,2,4,9,3,9,4,4,0,3,0,3
WA,18,H,M,2,G,A,S,2,12,8,2,11,4,4,0,3,0,4
CA,23,H,F,3,D,A,C,1,3,4,3,10,10,10,1,2,0,4
TX,41,U,F,2,D,C,T,3,12,10,12,2,2,2,0,2,1,4
other,18,H,F,2,E,A,S,2,1,1,1,1,6,6,0,3,0,3
other,36,U,F,3,D,B,T,2,12,3,12,4,3,3,0,2,1,4
other,12,H,F,3,F,B,S,1,2,11,11,2,7,5,1,2,1,1
TX,21,H,F,3,E,A,S,3,5,1,12,9,3,3,0,2,1,1
MI,2,H,F,2,G,A,U,1,5,8,2,3,5,5,1,3,0,1
other,44,H,F,2,F,C,R,2,3,2,2,1,2,2,0,2,1,2
NC,44,U,F,1,E,C,R,2,2,7,2,7,2,2,0,2,0,3
IL,38,U,M,2,E,A,T,2,11,2,2,11,4,3,0,3,0,2
other,40,H,other,3,F,D,T,2,2,11,11,2,3,2,0,2,1,1
CA,12,H,M,3,G,B,S,1,2,2,2,2,5,5,0,2,0,1
other,35,H,F,3,F,D,T,1,10,11,1,10,4,2,0,2,0,3
CA,12,H,M,2,G,A,S,1,1,8,1,9,6,6,0,3,0,1
CA,41,H,F,3,F,A,T,3,9,2,2,9,4,3,0,1,0,2
MO,30,H,M,2,D,B,C,3,7,4,2,12,3,3,0,2,1,4
TX,46,H,F,2,F,D,R,2,4,10,4,6,2,1,0,4,1,1
FL,8,H,F,3,F,A,U,3,12,10,10,12,5,5,1,2,0,1
FL,29,H,M,1,E,B,C,2,10,9,12,1,5,5,0,2,1,2
other,12,H,other,2,E,B,S,1,7,12,2,10,4,4,0,3,0,4
GA,13,H,F,3,F,A,S,1,2,12,11,2,6,6,1,4,1,1
other,34,H,M,3,F,B,T,1,3,3,3,3,4,4,0,2,0,1
IL,36,H,M,3,F,C,T,2,1,12,3,1,2,2,0,2,0,4
CA,27,H,F,3,E,B,C,2,10,12,7,6,5,5,0,2,0,1
MO,27,H,F,3,D,D,C,2,11,2,2,11,2,2,1,2,1,4
MO,13,H,M,1,G,B,S,1,9,11,11,9,4,3,0,2,1,1
FL,23,H,F,3,E,B,C,1,11,3,12,3,8,8,0,5,1,4
GA,39,U,M,1,F,C,T,2,1,1,1,1,3,2,0,2,1,1
CA,3,H,M,3,F,A,U,1,4,1,1,1,7,7,1,2,0,2
WA,30,H,M,3,F,C,C,3,1,6,6,1,2,2,0,1,0,1
CA,27,H,M,3,G,A,C,2,2,5,5,2,7,7,0,3,1,1
MI,43,U,M,2,F,C,R,2,3,3,3,3,3,2,0,2,0,1
FL,7,H,F,3,F,A,U,2,5,3,3,1,4,5,1,2,0,2
CA,10,H,F,3,G,A,U,4,1,10,10,1,5,5,0,0,1,1
TX,24,H,F,3,F,A,C,1,1,7,2,1,4,3,0,2,1,3
other,13,H,M,3,E,B,S,1,6,2,12,9,5,5,0,2,1,3
CA,39,H,M,3,F,B,T,2,1,9,9,10,3,3,0,2,1,1
CA,40,H,F,3,E,A,R,2,6,12,12,1,12,11,0,3,0,1
other,31,H,F,3,E,B,C,3,7,7,3,2,0,0,0,0,0,1
TX,40,H,M,2,F,A,T,2,3,3,3,3,3,3,0,3,1,1
WI,43,U,F,2,E,B,R,2,9,3,3,1,2,2,0,2,0,4
other,36,H,other,3,F,D,T,2,8,2,3,11,2,2,0,2,1,4
NC,41,H,M,3,F,C,T,3,11,7,7,11,2,2,0,2,1,1
other,15,U,M,1,F,A,S,1,1,12,1,1,6,6,0,4,0,1
TX,28,H,M,3,E,D,C,2,12,4,11,12,3,3,0,3,1,1
CA,14,H,M,3,F,A,S,1,3,8,4,9,12,11,0,4,0,1
FL,53,H,F,3,E,B,R,3,11,6,2,1,3,2,0,1,1,3
